LoyaltyID,Customer ID,Gender,Age,Under 30,Senior Citizen,Partner,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn
929982,5382-TEMLV,Male,45,No,No,No,No,0,No,0,45,Yes,19.39,No,Yes,DSL,16,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,0,0,872.55,3171.1,No
595516,5383-MMTWC,Female,75,No,Yes,Yes,No,0,Yes,1,8,Yes,46.05,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84,613.4,0,0,368.4,981.8,Yes
762344,5384-ZTTWP,Female,49,No,No,Yes,Yes,1,Yes,4,15,Yes,17.43,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,272.95,18.55,0,261.45,515.85,No
940502,5385-SUIRI,Male,69,No,Yes,Yes,No,0,No,0,52,Yes,37.6,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,0,0,1955.2,7523.55,Yes
437350,5386-THSLQ,Female,65,No,Yes,Yes,No,0,No,0,66,No,0,No phone service,Yes,Cable,9,No,Yes,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),45.55,3027.25,0,0,0,3027.25,No
185491,5387-ASZNZ,Female,72,No,Yes,No,No,0,No,0,66,Yes,36.48,Yes,Yes,DSL,5,Yes,Yes,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),63.85,4174.35,0,0,2407.68,6582.03,No
883402,5389-FFVKB,Male,71,No,Yes,Yes,No,0,Yes,1,32,Yes,2.08,No,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,0,0,66.56,2549.61,Yes
397462,5392-AKEMH,Female,50,No,No,No,No,0,No,0,12,Yes,31.22,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.05,523.1,0,0,374.64,897.74,No
938849,5393-HJZSM,Female,54,No,No,Yes,Yes,1,Yes,1,32,Yes,32.43,No,Yes,Cable,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,0,0,1037.76,3441.91,No
372220,5393-RXQSZ,Male,40,No,No,No,No,0,No,0,1,Yes,19.32,No,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,79.6,79.6,0,0,19.32,98.92,Yes
340878,5394-MEITZ,Female,26,Yes,No,Yes,Yes,0,Yes,5,60,Yes,14,No,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,0,0,840,5786.7,No
880505,5394-SVGJV,Male,27,Yes,No,No,No,0,No,0,37,Yes,30.72,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,0,0,1136.64,4612.19,Yes
741464,5396-IZEPB,Male,37,No,No,No,No,0,No,0,9,Yes,24.89,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.7,180.7,0,0,224.01,404.71,No
471181,5397-NSKQG,Male,39,No,No,Yes,Yes,2,Yes,2,67,No,0,No phone service,Yes,DSL,17,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,0,0,0,3281.65,No
671551,5397-TUPSH,Male,76,No,Yes,Yes,No,0,Yes,6,65,Yes,28.68,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.95,4555.2,7.43,0,1864.2,6411.97,No
313473,5399-ZIMKF,Male,58,No,No,No,No,0,No,0,5,Yes,32.81,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.65,383.65,0,0,164.05,547.7,No
549513,5402-HTOTQ,Male,43,No,No,No,No,0,No,0,16,Yes,5.79,Yes,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.3,875.35,0,0,92.64,967.99,No
653795,5404-GGUKR,Male,39,No,No,No,No,0,No,0,5,Yes,17.16,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.35,262.3,0,0,85.8,348.1,No
804402,5405-ZMYXQ,Female,21,Yes,No,No,No,0,No,0,8,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.6,548.9,0,0,10.24,559.14,No
773987,5406-KGRMX,Female,30,No,No,No,No,0,No,0,71,Yes,2.66,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Electronic check,24.55,1719.15,0,0,188.86,1908.01,No
569031,5414-OFQCB,Male,34,No,No,No,No,0,No,0,57,Yes,30.77,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.45,5229.8,0,70,1753.89,7053.69,No
529142,5419-CONWX,Female,65,No,Yes,No,No,0,No,0,4,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,0,0,50.72,493.57,Yes
194144,5419-JKZNQ,Male,65,No,Yes,Yes,No,0,Yes,1,30,Yes,2.86,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,77.9,2351.45,0,0,85.8,2437.25,No
205465,5419-JPRRN,Male,32,No,No,No,No,0,No,0,1,Yes,10.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,0,0,10.38,111.83,Yes
752085,5419-KLXBN,Female,36,No,No,Yes,Yes,0,Yes,1,25,Yes,24.64,No,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,0,0,616,2873.75,Yes
895343,5423-BHIXO,Female,42,No,No,No,No,0,No,0,32,Yes,32.02,Yes,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.2,1739.6,0,0,1024.64,2764.24,No
660030,5424-RLQLC,Male,36,No,No,No,No,0,No,0,10,Yes,1.48,No,Yes,DSL,25,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.65,638.95,0,90,14.8,743.75,No
501693,5429-LWCMV,Female,52,No,No,No,No,0,No,0,12,Yes,34.73,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.15,1057.55,0,70,416.76,1544.31,No
768923,5433-KYGHE,Female,53,No,No,No,Yes,1,No,0,14,Yes,47.72,Yes,Yes,Fiber Optic,22,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,86,1164.05,0,0,668.08,1832.13,No
419927,5438-QMDDL,Female,20,Yes,No,Yes,No,0,Yes,3,19,Yes,8.3,No,Yes,DSL,48,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,0,0,157.7,1288.55,No
300090,5439-WIKXB,Male,65,No,Yes,Yes,No,0,Yes,8,41,Yes,46.46,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.55,3851.45,0,40,1904.86,5796.31,No
998754,5440-FLBQG,Male,69,No,Yes,Yes,No,0,Yes,1,69,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,0,0,3372.72,10690.92,Yes
740754,5440-VHLUL,Male,48,No,No,No,No,0,No,0,69,Yes,44.57,Yes,Yes,Fiber Optic,28,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,0,0,3075.33,10461.38,No
413260,5442-BHQNG,Female,32,No,No,No,No,0,No,0,2,Yes,44.77,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.35,139.25,0,0,89.54,228.79,No
721271,5442-BXVND,Female,49,No,No,Yes,Yes,2,Yes,2,33,Yes,9.97,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.25,838.5,0,0,329.01,1167.51,No
902680,5442-PPTJY,Male,44,No,No,Yes,Yes,3,Yes,7,12,Yes,4.71,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,258.35,0,0,56.52,314.87,No
673422,5442-UTCVD,Male,53,No,No,No,Yes,0,No,0,3,Yes,43.72,Yes,Yes,Fiber Optic,21,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.85,257.05,0,0,131.16,388.21,Yes
464412,5442-XSDCW,Male,61,No,No,Yes,Yes,0,Yes,1,11,Yes,13.33,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,0,50,146.63,1065.13,Yes
973036,5443-SCMKX,Female,49,No,No,Yes,No,0,Yes,1,58,Yes,21.38,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,94.3,5610.15,5.55,150,1240.04,6994.64,No
950707,5445-GLVOT,Female,64,No,No,No,No,0,No,0,22,Yes,31.53,No,Yes,Cable,11,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.8,1049.05,0,0,693.66,1742.71,No
753987,5445-PZWGX,Male,63,No,No,No,No,0,No,0,62,Yes,8.08,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,102,6529.25,0,110,500.96,7140.21,Yes
117053,5445-UTODQ,Female,35,No,No,Yes,No,0,Yes,1,7,Yes,11.58,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,576.65,0,0,81.06,657.71,Yes
106601,5446-DKWYW,Female,74,No,Yes,Yes,Yes,1,Yes,9,61,Yes,39.31,Yes,Yes,DSL,10,No,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,65.2,3965.05,0,0,2397.91,6362.96,No
273964,5447-VYTKW,Male,53,No,No,No,No,0,No,0,27,Yes,15.09,No,Yes,Cable,28,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,53.45,1461.45,0,0,407.43,1868.88,No
478331,5447-WZAFP,Female,22,Yes,No,No,No,0,No,0,53,Yes,8.33,No,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,0,0,441.49,5642.29,No
682282,5448-VWNAM,Female,49,No,No,No,Yes,3,No,0,19,Yes,8.02,Yes,Yes,DSL,57,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.9,1375.6,0,0,152.38,1527.98,No
237197,5449-FIBXJ,Male,34,No,No,Yes,Yes,0,Yes,1,19,Yes,28.04,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,0,0,532.76,2545.46,Yes
374639,5451-MHQOF,Male,64,No,No,Yes,Yes,0,Yes,7,56,Yes,32.93,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.45,1431.65,0,0,1844.08,3275.73,No
829196,5451-YHYPW,Female,75,No,Yes,Yes,No,0,Yes,2,72,Yes,44.89,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),115.75,8443.7,0,120,3232.08,11795.78,No
584972,5453-AXEPF,Male,31,No,No,Yes,No,0,Yes,7,17,Yes,46.71,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,0,0,794.07,2130.97,No
568924,5453-YBTWV,Male,52,No,No,Yes,Yes,2,Yes,10,70,Yes,49.67,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),101.1,6994.8,0,0,3476.9,10471.7,No
157526,5456-ITGIC,Male,76,No,Yes,Yes,No,0,Yes,9,72,No,0,No phone service,Yes,DSL,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,0,0,0,4641.1,No
898229,5457-COLHT,Male,48,No,No,Yes,Yes,3,Yes,5,69,Yes,40.36,No,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,0,0,2784.84,8327.39,No
916999,5458-CQJTA,Male,56,No,No,Yes,Yes,0,Yes,1,65,Yes,40.47,No,Yes,DSL,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,0,0,2630.55,7450.7,Yes
686044,5461-QKNTN,Male,71,No,Yes,Yes,No,0,Yes,1,43,Yes,4.59,Yes,Yes,Fiber Optic,5,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.3,3953.15,0,0,197.37,4150.52,No
314317,5465-BUBFA,Female,34,No,No,Yes,Yes,1,Yes,1,41,Yes,21.28,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.3,772.4,0,0,872.48,1644.88,No
794323,5468-BPMMO,Male,59,No,No,Yes,No,0,Yes,3,46,Yes,16.07,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.6,851.2,0,0,739.22,1590.42,No
566961,5469-CTCWN,Male,52,No,No,Yes,Yes,0,Yes,1,61,Yes,46.95,Yes,Yes,Cable,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106,6547.7,0,0,2863.95,9411.65,Yes
242866,5469-NUJUR,Male,58,No,No,No,No,0,No,0,19,Yes,19.1,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.95,373.5,0,0,362.9,736.4,No
291099,5472-CVMDX,Female,21,Yes,No,No,No,0,No,0,68,No,0,No phone service,Yes,DSL,58,Yes,No,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,38.9,2719.2,0,0,0,2719.2,No
307582,5473-KHBPS,Female,53,No,No,Yes,Yes,3,Yes,8,52,Yes,8.16,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.7,4976.15,0,0,424.32,5400.47,No
210825,5474-LAMUQ,Male,56,No,No,Yes,No,0,Yes,9,24,Yes,35.8,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,533.9,0,0,859.2,1393.1,No
529364,5478-JJVZK,Female,38,No,No,No,No,0,No,0,33,Yes,15.69,Yes,Yes,DSL,24,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.9,2033.85,0,0,517.77,2551.62,No
258741,5480-HPRRX,Female,80,No,Yes,No,No,0,No,0,3,No,0,No phone service,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,25.3,77.75,0,0,0,77.75,Yes
407752,5480-TBGPH,Female,63,No,No,Yes,No,0,No,0,24,Yes,44.96,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,0,0,1079.04,3510.39,Yes
116288,5480-XTFFL,Female,60,No,No,Yes,Yes,3,Yes,3,31,Yes,9.8,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,21,697.7,0,0,303.8,1001.5,No
332027,5481-NTDOH,Female,67,No,Yes,Yes,No,0,Yes,8,67,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.05,7142.5,0,0,2577.49,9719.99,No
747956,5482-NUPNA,Female,28,Yes,No,No,No,0,No,0,4,Yes,18.03,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.4,272.15,0,0,72.12,344.27,Yes
317094,5482-PLVPE,Female,79,No,Yes,No,No,0,No,0,2,No,0,No phone service,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,24.35,41.85,0,0,0,41.85,Yes
639943,5482-VXSXJ,Male,50,No,No,No,No,0,No,0,22,Yes,46.5,No,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,0,0,1023,3180.3,No
194746,5485-ITNPC,Male,42,No,No,Yes,No,0,Yes,2,66,Yes,7.61,No,Yes,DSL,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,0,0,502.26,6097.56,No
281263,5485-WUYWF,Male,73,No,Yes,No,No,0,No,0,2,Yes,5.57,No,Yes,Cable,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.4,94.55,0,0,11.14,105.69,Yes
906559,5493-SDRDQ,Male,19,Yes,No,No,No,0,No,0,2,Yes,5.33,No,Yes,Cable,52,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.1,113.35,0,0,10.66,124.01,Yes
229842,5494-HECPR,Female,34,No,No,No,No,0,No,0,1,Yes,32.92,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.25,80.25,0,0,32.92,113.17,Yes
727873,5494-WOZRZ,Female,40,No,No,Yes,Yes,0,No,0,71,Yes,38.22,No,Yes,DSL,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82,5999.85,0,0,2713.62,8713.47,No
138777,5495-GPSRW,Male,62,No,No,No,No,0,No,0,20,Yes,27.11,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.7,419.4,0,0,542.2,961.6,No
602900,5498-IBWPI,Female,34,No,No,Yes,Yes,2,Yes,1,66,Yes,48.11,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),49.4,3251.85,0,0,3175.26,6427.11,No
190065,5498-TXHLF,Female,39,No,No,Yes,Yes,0,Yes,1,34,Yes,40.78,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,87.45,2874.15,0,0,1386.52,4260.67,Yes
924033,5499-ECUTN,Female,49,No,No,Yes,No,0,Yes,1,47,Yes,6.56,No,Yes,DSL,11,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),66.05,3021.45,0,40,308.32,3369.77,No
189810,5501-TVMGM,Male,21,Yes,No,No,No,0,No,0,1,Yes,39.19,No,Yes,DSL,69,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.25,55.25,0,60,39.19,154.44,No
579679,5502-RLUYV,Female,42,No,No,Yes,Yes,0,Yes,1,69,Yes,37.2,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,0,0,2566.8,10013.7,Yes
896142,5504-WSIUR,Female,38,No,No,No,No,0,No,0,70,Yes,13.4,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,0,100,938,7423.95,No
713750,5505-OVWQW,Female,35,No,No,No,No,0,No,0,17,Yes,4.38,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,353.65,0,0,74.46,428.11,No
505688,5510-BOIUJ,Male,35,No,No,No,Yes,7,No,0,1,Yes,12.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.25,19.25,0,0,12.81,32.06,Yes
391397,5512-IDZEI,Male,56,No,No,Yes,Yes,0,Yes,1,46,Yes,18.45,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One year,No,Electronic check,24.9,1174.8,0,0,848.7,2023.5,No
480919,5514-YQENT,Male,29,Yes,No,No,Yes,3,No,0,41,Yes,30.58,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,0,0,1253.78,5760.93,No
615177,5515-AKOAJ,Female,38,No,No,No,No,0,No,0,54,Yes,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,0,0,2258.82,7699.72,Yes
664068,5515-IDEJJ,Male,46,No,No,Yes,Yes,1,Yes,4,1,Yes,45.77,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,19.9,0,0,45.77,65.67,Yes
580970,5515-RUGKN,Male,63,No,No,No,No,0,No,0,8,Yes,30.53,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.75,438.05,0,0,244.24,682.29,No
592932,5519-NPHVG,Female,53,No,No,No,No,0,No,0,12,Yes,12.75,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.2,1046.1,7.39,120,153,1311.71,Yes
216359,5519-TEEUH,Male,51,No,No,No,Yes,3,No,0,33,Yes,21.16,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.15,682.15,0,0,698.28,1380.43,No
932278,5519-YLDGW,Female,57,No,No,Yes,No,0,Yes,1,21,Yes,1.21,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,0,0,25.41,2279.61,Yes
888901,5520-FVEWJ,Female,28,Yes,No,Yes,Yes,0,Yes,1,12,Yes,40.63,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.5,916.9,0,0,487.56,1404.46,Yes
596101,5522-JBWMO,Male,62,No,No,No,Yes,2,No,0,1,Yes,15.66,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,44,44,0,0,15.66,59.66,No
425776,5522-NYKPB,Male,26,Yes,No,Yes,Yes,3,No,0,25,Yes,11.79,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.9,2199.05,0,0,294.75,2493.8,No
472246,5524-KHNJP,Male,35,No,No,Yes,Yes,0,Yes,7,33,Yes,48.85,No,Yes,Cable,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,0,1612.05,4065.35,No
758546,5527-ACHSO,Female,38,No,No,No,No,0,No,0,11,Yes,47.61,No,Yes,DSL,12,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,0,0,523.71,1353.01,No
374097,5529-GIBVH,Female,57,No,No,No,No,0,No,0,47,Yes,3.49,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,1046.2,0,0,164.03,1210.23,No
968582,5533-NHFRF,Male,75,No,Yes,No,No,0,No,0,7,No,0,No phone service,Yes,DSL,26,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,0,0,0,265.8,No
801757,5533-RJFTJ,Male,22,Yes,No,No,No,0,No,0,49,No,0,No phone service,Yes,Cable,58,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,0,0,0,1453.1,No
458929,5536-RTPWK,Male,54,No,No,Yes,No,0,Yes,1,49,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,14.24,0,1003.52,5843.03,Yes
306720,5536-SLHPM,Female,38,No,No,Yes,No,0,Yes,5,55,Yes,19.41,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.75,4458.15,0,0,1067.55,5525.7,Yes
604808,5537-UXXVS,Female,49,No,No,Yes,No,0,No,0,20,Yes,48.03,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.25,375.25,0,0,960.6,1335.85,No
280879,5539-HIVAK,Female,79,No,Yes,Yes,No,0,Yes,8,28,Yes,25.57,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.7,734.6,0,0,715.96,1450.56,No
177230,5539-TMZLF,Male,69,No,Yes,No,No,0,No,0,1,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.75,69.75,0,0,33.84,103.59,Yes
637987,5542-DHSXL,Female,36,No,No,Yes,No,0,Yes,2,4,Yes,6.77,No,Yes,Cable,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.7,235.05,0,0,27.08,262.13,No
201003,5542-NKVRU,Female,24,Yes,No,No,No,0,No,0,42,Yes,18.31,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.75,844.45,0,0,769.02,1613.47,No
837086,5542-TBBWB,Male,46,No,No,No,No,0,No,0,1,Yes,9.36,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,0,10,9.36,89.26,No
888957,5543-QDCRY,Male,38,No,No,No,No,0,No,0,4,Yes,20.76,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.4,234.85,0,0,83.04,317.89,No
409862,5546-BYZSM,Female,52,No,No,No,No,0,No,0,41,Yes,15.48,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.45,775.6,0,0,634.68,1410.28,No
368073,5546-QUERU,Male,42,No,No,No,No,0,No,0,13,Yes,16.35,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.95,257,0,0,212.55,469.55,No
537072,5549-ZGHFB,Male,33,No,No,Yes,Yes,1,Yes,3,50,Yes,22.3,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,24.95,1261.45,0,0,1115,2376.45,No
690743,5550-VFRLC,Female,70,No,Yes,No,No,0,No,0,1,Yes,43.45,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,0,40,43.45,153.3,Yes
333176,5552-ZNFSJ,Male,49,No,No,No,No,0,No,0,1,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.3,45.3,0,0,34.37,79.67,Yes
